Name in English,Number of speakers,Degree of endangerment,Latitude,Longitude
,,,13.8219,106.9938
,,,13.9047,105.3712
,,,26.7186,128.2131
,,,49.3276,-106.4439
,,,24.4671,94.1473
,,,-22.5125,-58.0957
,,,57.6101,22.2802
,,,48.8357,6.0644
,,,19.0049,101.184
,,,0,-75
,,,-0.2636,-70.2026
,,,-25.2645,-57.2387
,,,20.1384,84.0289
,,,54.2106,-4.5318
,,,1.5159,-58.4143
,,,5.055,102.2502
,,,51.3119,-103.979
,,,-1.5818,-70.5651
,,,24.8004,125.2798
,,,44.8675,-73.67
,,,45.4013,-73.6677
,,,42.9116,-74.5587
,,,45.4685,-74.0972
,,,43.0463,-80.069
,,,44.189,-77.1494
,,,45.0333,-79.7333
,,,20.73,101.4197
,,,12.0114,-83.7638
,,,-1.4061,-72.3779
,,,40.8969,-76.3769
,,,-23.3019,-60.3369
,,,53.2684,140.4107
,,,45.9435,33.9477
,,,44.6491,27.8173
,,,-0.747,-71.9165
,,,49.081,-0.6591
,,,52.2816,87.4827
,,,54.0397,-132.1776
,,,21.0996,-100.1584
,,,2.3504,-71.3507
,,,26.2047,127.6831
,,,42.8286,-81.4068
,,,43.1194,-80.1174
,,,33.8886,76.3
,,,23.1058,97.488
,,,22.1511,97.8386
,,,9.3878,-82.2696
,,,34.66,70.2
,,,-6.2716,106.7871
,,,12.5525,107.3011
,,,46.0579,-0.5493
,,,42.5163,-82.5555
,,,34.3706,76.0144
,,,47.3332,-124.2864
,,,11.8834,-83.8
,,,-14.7748,-66.9396
,,,49.4467,8.2067
,,,21.9048,98.2342
,,,54.1772,-58.4218
,,,23.7363,97.9927
,,,12.5063,102.8344
,,,12.5833,-81.7
,,,-22,-59
,,,55.724,13.6614
,,,43.0555,-80.1938
,,,56.4624,73.3447
,,,1.9991,-56.2719
,,,0.8788,-70.2685
,,,11.7244,104.0447
,,,-1.0435,36.6006
,,,54.8497,9.3081
,,,37.6818,-113.088
,,,32.2871,78.2652
,,,49.3234,-123.1301
,,,12.1288,106.7852
,,,-13.272,-67.7856
,,,60.1601,-134.6842
,,,21.4275,100.7473
,,,-0.6262,-70.5432
,,,-21.7799,-62.644
,,,0.8349,-69.1918
,,,2.515,-59.5678
,,,34.623,-1.5614
,,,41.3438,48.6254
,,,38.2036,48.2519
,,,0.4174,-70.4882
,,,43.9236,134.7967
,,,13.7238,107.2038
,,,-21.5578,-58.0064
,,,29.9333,80.0326
,,,33.0777,6.0671
,,,0.6921,-69.8291
,,,32.0779,34.8019
,,,43.072,-80.015
,,,0.3515,-70.2026
,,,41.8905,45.913
,,,39.13,-76.0253
,,,62.3824,-140.8984
,,,47.0102,36.7822
,,,21.8705,99.6519
,,,1.0106,-69.6423
,,,46.0785,-72.8141
,,,43.0046,-72.246
,,,-22.0041,-63.413
,,,24.342,124.1537
,,,60.0348,57.536
,,,53.3571,25.2465
,,,24.458,122.9802
,,,-1.2633,-70.664
,,,1.137,-70.2136
,,,34.0833,76.85
,,,23.4027,58.0957
